locationid,location,parameter,value,dateutc,datelocal,unit,latitude,longitude,country,city,ismobile,isanalysis,entity,sensortype
221512,Harbour Terrace-1,um010,0.5509090909090909,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,5.045454545454545,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.0354545454545454,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1006.04,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,40.72727272727273,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,2.8772727272727274,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,61.27272727272727,2023-12-05T23:00:00+00:00,2023-12-05T18:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.5338461538461536,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,12.788461538461538,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,11.0,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,12.292307692307691,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,40.84615384615385,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.009230769,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.061538462,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.003076923,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,6.4,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1005.9515384615386,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.7323076923076923,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,61.61538461538461,2023-12-05T22:00:00+00:00,2023-12-05T17:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,57.75,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.04,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.5975,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,9.9,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,11.4525,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.0,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,5.65,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,41.75,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,9.225,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.1575,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
